******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
convolution_kernel : 0.000849 
convolution_kernel : 0.008447 
convolution_kernel : 0.009177 
convolution_kernel : 0.002543 
convolution_kernel : 0.001820 
convolution_kernel : 0.008362 
convolution_kernel : 0.000636 
convolution_kernel : 0.007688 
convolution_kernel : 0.007126 
convolution_kernel : 0.000695 
convolution_kernel : 0.007117 
convolution_kernel : 0.002279 
convolution_kernel : 0.005888 
convolution_kernel : 0.001154 
convolution_kernel : 0.001111 
convolution_kernel : 0.006871 
convolution_kernel : 0.001163 
convolution_kernel : 0.008842 
convolution_kernel : 0.001974 
convolution_kernel : 0.008991 
convolution_kernel : 0.009717 
convolution_kernel : 0.001398 
convolution_kernel : 0.001031 
convolution_kernel : 0.000588 
convolution_kernel : 0.007226 
convolution_kernel : 0.007213 
convolution_kernel : 0.001135 
convolution_kernel : 0.000927 
convolution_kernel : 0.006578 
convolution_kernel : 0.001636 
convolution_kernel : 0.007446 
convolution_kernel : 0.002486 
convolution_kernel : 0.002006 
convolution_kernel : 0.013575 
convolution_kernel : 0.001028 
convolution_kernel : 0.008831 
convolution_kernel : 0.000568 
convolution_kernel : 0.009617 
convolution_kernel : 0.008033 
convolution_kernel : 0.001280 
convolution_kernel : 0.006491 
convolution_kernel : 0.001870 
convolution_kernel : 0.006998 
convolution_kernel : 0.006611 
convolution_kernel : 0.000950 
convolution_kernel : 0.007391 
convolution_kernel : 0.001649 
convolution_kernel : 0.007296 
convolution_kernel : 0.002318 
convolution_kernel : 0.001497 
convolution_kernel : 0.001264 
convolution_kernel : 0.007417 
convolution_kernel : 0.001673 
convolution_kernel : 0.001005 
convolution_kernel : 0.009682 
convolution_kernel : 0.010198 
convolution_kernel : 0.001697 
convolution_kernel : 0.009665 
convolution_kernel : 0.007011 
convolution_kernel : 0.006870 
convolution_kernel : 0.001062 
convolution_kernel : 0.005007 
convolution_kernel : 0.000580 
convolution_kernel : 0.005950 
convolution_kernel : 0.001520 
convolution_kernel : 0.004830 
convolution_kernel : 0.001318 
convolution_kernel : 0.001044 
convolution_kernel : 0.007539 
convolution_kernel : 0.002628 
convolution_kernel : 0.001828 
convolution_kernel : 0.009813 
convolution_kernel : 0.002662 
convolution_kernel : 0.000874 
convolution_kernel : 0.011066 
convolution_kernel : 0.011016 
convolution_kernel : 0.000713 
convolution_kernel : 0.001337 
convolution_kernel : 0.007891 
convolution_kernel : 0.009388 
convolution_kernel : 0.002665 
convolution_kernel : 0.009192 
convolution_kernel : 0.001183 
convolution_kernel : 0.009488 
convolution_kernel : 0.001987 
convolution_kernel : 0.010923 
convolution_kernel : 0.001969 
convolution_kernel : 0.000948 
convolution_kernel : 0.014334 
convolution_kernel : 0.004422 
convolution_kernel : 0.002806 
convolution_kernel : 0.012811 
convolution_kernel : 0.003019 
convolution_kernel : 0.011995 
convolution_kernel : 0.001551 
convolution_kernel : 0.028144 
convolution_kernel : 0.012818 
convolution_kernel : 0.001504 
convolution_kernel : 0.006194 
convolution_kernel : 0.000911 
convolution_kernel : 0.006806 
convolution_kernel : 0.007657 
convolution_kernel : 0.001456 
convolution_kernel : 0.006652 
convolution_kernel : 0.001140 
convolution_kernel : 0.001083 
convolution_kernel : 0.007847 
convolution_kernel : 0.001455 
convolution_kernel : 0.000929 
convolution_kernel : 0.009202 
convolution_kernel : 0.002402 
convolution_kernel : 0.001159 
convolution_kernel : 0.010445 
convolution_kernel : 0.009371 
convolution_kernel : 0.008784 
convolution_kernel : 0.001270 
convolution_kernel : 0.008949 
convolution_kernel : 0.000796 
convolution_kernel : 0.006713 
convolution_kernel : 0.000826 
convolution_kernel : 0.005905 
convolution_kernel : 0.001215 
convolution_kernel : 0.007132 
convolution_kernel : 0.001352 
convolution_kernel : 0.008632 
convolution_kernel : 0.002164 
convolution_kernel : 0.000698 
convolution_kernel : 0.008805 
convolution_kernel : 0.001627 
convolution_kernel : 0.010278 
convolution_kernel : 0.001898 
convolution_kernel : 0.009626 
convolution_kernel : 0.000696 
convolution_kernel : 0.009304 
convolution_kernel : 0.007593 
convolution_kernel : 0.007329 
convolution_kernel : 0.001445 
convolution_kernel : 0.007353 
convolution_kernel : 0.001825 
convolution_kernel : 0.001394 
convolution_kernel : 0.006253 
convolution_kernel : 0.000816 
convolution_kernel : 0.007275 
convolution_kernel : 0.001408 
convolution_kernel : 0.008213 
convolution_kernel : 0.002871 
convolution_kernel : 0.001817 
convolution_kernel : 0.010162 
convolution_kernel : 0.001580 
convolution_kernel : 0.008548 
convolution_kernel : 0.008638 
convolution_kernel : 0.001694 
convolution_kernel : 0.009159 
convolution_kernel : 0.001486 
convolution_kernel : 0.000928 
convolution_kernel : 0.006560 
convolution_kernel : 0.006851 
convolution_kernel : 0.001244 
convolution_kernel : 0.008326 
convolution_kernel : 0.001803 
convolution_kernel : 0.008634 
convolution_kernel : 0.001382 
convolution_kernel : 0.000910 
convolution_kernel : 0.008236 
convolution_kernel : 0.007555 
convolution_kernel : 0.001601 
convolution_kernel : 0.009626 
convolution_kernel : 0.002662 
convolution_kernel : 0.001194 
convolution_kernel : 0.009799 
convolution_kernel : 0.001523 
convolution_kernel : 0.008384 
convolution_kernel : 0.000614 
convolution_kernel : 0.008530 
convolution_kernel : 0.009604 
convolution_kernel : 0.001423 
convolution_kernel : 0.008555 
convolution_kernel : 0.001795 
convolution_kernel : 0.008258 
convolution_kernel : 0.000745 
convolution_kernel : 0.008553 
convolution_kernel : 0.001347 
convolution_kernel : 0.009555 
convolution_kernel : 0.001600 
convolution_kernel : 0.000863 
convolution_kernel : 0.009743 
convolution_kernel : 0.001583 
convolution_kernel : 0.009265 
convolution_kernel : 0.001799 
convolution_kernel : 0.009604 
convolution_kernel : 0.000693 
convolution_kernel : 0.009540 
convolution_kernel : 0.008753 
convolution_kernel : 0.000639 
convolution_kernel : 0.007623 
convolution_kernel : 0.001575 
convolution_kernel : 0.008076 
convolution_kernel : 0.001227 
convolution_kernel : 0.000976 
convolution_kernel : 0.007715 
convolution_kernel : 0.000598 
convolution_kernel : 0.008751 
convolution_kernel : 0.001685 
convolution_kernel : 0.010005 
convolution_kernel : 0.001283 
convolution_kernel : 0.009943 
convolution_kernel : 0.008102 
convolution_kernel : 0.001021 
convolution_kernel : 0.007644 
convolution_kernel : 0.008396 
convolution_kernel : 0.001423 
convolution_kernel : 0.007368 
convolution_kernel : 0.002115 
convolution_kernel : 0.001655 
convolution_kernel : 0.007112 
convolution_kernel : 0.001146 
convolution_kernel : 0.000884 
convolution_kernel : 0.008140 
convolution_kernel : 0.001618 
convolution_kernel : 0.010329 
convolution_kernel : 0.002436 
convolution_kernel : 0.010588 
convolution_kernel : 0.001577 
convolution_kernel : 0.008298 
convolution_kernel : 0.007994 
convolution_kernel : 0.007652 
convolution_kernel : 0.001424 
convolution_kernel : 0.005728 
convolution_kernel : 0.001570 
convolution_kernel : 0.005811 
convolution_kernel : 0.001473 
convolution_kernel : 0.000961 
convolution_kernel : 0.007509 
convolution_kernel : 0.001578 
convolution_kernel : 0.008885 
convolution_kernel : 0.002878 
convolution_kernel : 0.002075 
convolution_kernel : 0.010300 
convolution_kernel : 0.001526 
convolution_kernel : 0.008892 
convolution_kernel : 0.009007 
convolution_kernel : 0.001964 
convolution_kernel : 0.009354 
convolution_kernel : 0.001435 
convolution_kernel : 0.006702 
convolution_kernel : 0.001327 
convolution_kernel : 0.007172 
convolution_kernel : 0.001445 
convolution_kernel : 0.008462 
convolution_kernel : 0.001602 
convolution_kernel : 0.009221 
convolution_kernel : 0.002104 
convolution_kernel : 0.009213 
convolution_kernel : 0.002383 
convolution_kernel : 0.000728 
convolution_kernel : 0.009435 
convolution_kernel : 0.001803 
convolution_kernel : 0.011514 
convolution_kernel : 0.001967 
convolution_kernel : 0.010657 
convolution_kernel : 0.000704 
convolution_kernel : 0.009489 
convolution_kernel : 0.007984 
convolution_kernel : 0.007895 
convolution_kernel : 0.001595 
convolution_kernel : 0.008179 
convolution_kernel : 0.002194 
convolution_kernel : 0.000825 
convolution_kernel : 0.007351 
convolution_kernel : 0.001170 
convolution_kernel : 0.000703 
convolution_kernel : 0.009389 
convolution_kernel : 0.002506 
convolution_kernel : 0.010328 
convolution_kernel : 0.002303 
convolution_kernel : 0.011028 
convolution_kernel : 0.009403 
convolution_kernel : 0.001237 
convolution_kernel : 0.008854 
convolution_kernel : 0.000613 
convolution_kernel : 0.008894 
convolution_kernel : 0.001134 
convolution_kernel : 0.007034 
convolution_kernel : 0.001446 
convolution_kernel : 0.007938 
convolution_kernel : 0.001891 
convolution_kernel : 0.008874 
convolution_kernel : 0.002151 
convolution_kernel : 0.001024 
convolution_kernel : 0.009402 
convolution_kernel : 0.001303 
convolution_kernel : 0.011194 
convolution_kernel : 0.002031 
convolution_kernel : 0.010513 
convolution_kernel : 0.009343 
convolution_kernel : 0.001614 
convolution_kernel : 0.008272 
convolution_kernel : 0.007655 
convolution_kernel : 0.001420 
convolution_kernel : 0.001237 
convolution_kernel : 0.007360 
convolution_kernel : 0.000968 
convolution_kernel : 0.006434 
convolution_kernel : 0.003131 
convolution_kernel : 0.008540 
convolution_kernel : 0.002689 
convolution_kernel : 0.008511 
convolution_kernel : 0.001506 
convolution_kernel : 0.001185 
convolution_kernel : 0.009368 
convolution_kernel : 0.002272 
convolution_kernel : 0.001406 
convolution_kernel : 0.009361 
convolution_kernel : 0.002403 
convolution_kernel : 0.006908 
convolution_kernel : 0.001420 
convolution_kernel : 0.000830 
convolution_kernel : 0.001339 
convolution_kernel : 0.008470 
convolution_kernel : 0.000951 
convolution_kernel : 0.010293 
convolution_kernel : 0.002625 
convolution_kernel : 0.018373 
convolution_kernel : 0.001968 
convolution_kernel : 0.010091 
convolution_kernel : 0.010007 
convolution_kernel : 0.001356 
convolution_kernel : 0.010130 
convolution_kernel : 0.001380 
convolution_kernel : 0.007903 
convolution_kernel : 0.001741 
convolution_kernel : 0.000818 
convolution_kernel : 0.025683 
convolution_kernel : 0.019271 
convolution_kernel : 0.001174 
convolution_kernel : 0.028142 
convolution_kernel : 0.002553 
convolution_kernel : 0.002142 
convolution_kernel : 0.001475 
convolution_kernel : 0.001438 
convolution_kernel : 0.029966 
convolution_kernel : 0.002948 
convolution_kernel : 0.035990 
convolution_kernel : 0.008514 
convolution_kernel : 0.005164 
convolution_kernel : 0.037064 
convolution_kernel : 0.000830 
convolution_kernel : 0.000845 
convolution_kernel : 0.002543 
convolution_kernel : 0.001546 
convolution_kernel : 0.039548 
convolution_kernel : 0.003089 
convolution_kernel : 0.016794 
convolution_kernel : 0.002106 
convolution_kernel : 0.001830 
convolution_kernel : 0.013406 
convolution_kernel : 0.001602 
convolution_kernel : 0.002612 
convolution_kernel : 0.013574 
convolution_kernel : 0.000643 
convolution_kernel : 0.002494 
convolution_kernel : 0.002664 
convolution_kernel : 0.000536 
convolution_kernel : 0.000561 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
******* Dense ******** 
convolution_kernel : 0.092749 
convolution_kernel : 0.003061 
convolution_kernel : 0.076603 
convolution_kernel : 0.074289 
convolution_kernel : 0.076802 
convolution_kernel : 0.076999 
convolution_kernel : 0.078825 
convolution_kernel : 0.010789 
convolution_kernel : 0.075731 
convolution_kernel : 0.003426 
convolution_kernel : 0.002042 
convolution_kernel : 0.091471 
convolution_kernel : 0.005872 
convolution_kernel : 0.004489 
convolution_kernel : 0.003316 
convolution_kernel : 0.002728 
convolution_kernel : 0.030359 
convolution_kernel : 0.016204 
convolution_kernel : 0.015449 
convolution_kernel : 0.005780 
convolution_kernel : 0.005829 
convolution_kernel : 0.007681 
convolution_kernel : 0.038901 
convolution_kernel : 0.008593 
convolution_kernel : 0.007913 
convolution_kernel : 0.007917 
convolution_kernel : 0.007711 
convolution_kernel : 0.007952 
convolution_kernel : 0.055612 
convolution_kernel : 0.016773 
convolution_kernel : 0.014589 
convolution_kernel : 0.007859 
convolution_kernel : 0.008502 
convolution_kernel : 0.004220 
convolution_kernel : 0.014598 
convolution_kernel : 0.004763 
convolution_kernel : 0.008452 
convolution_kernel : 0.008459 
convolution_kernel : 0.008337 
convolution_kernel : 0.009330 
convolution_kernel : 0.010552 
convolution_kernel : 0.010048 
convolution_kernel : 0.006814 
convolution_kernel : 0.006340 
convolution_kernel : 0.006151 
convolution_kernel : 0.006022 
convolution_kernel : 0.006253 
convolution_kernel : 0.004108 
convolution_kernel : 0.003897 
convolution_kernel : 0.004796 
convolution_kernel : 0.011494 
convolution_kernel : 0.011188 
convolution_kernel : 0.011395 
convolution_kernel : 0.013671 
convolution_kernel : 0.013566 
convolution_kernel : 0.010737 
convolution_kernel : 0.008603 
convolution_kernel : 0.010927 
convolution_kernel : 0.012814 
convolution_kernel : 0.012663 
convolution_kernel : 0.012372 
convolution_kernel : 0.015984 
convolution_kernel : 0.015931 
convolution_kernel : 0.015546 
convolution_kernel : 0.013438 
convolution_kernel : 0.013864 
convolution_kernel : 0.013548 
convolution_kernel : 0.007644 
convolution_kernel : 0.007288 
convolution_kernel : 0.009952 
convolution_kernel : 0.007219 
convolution_kernel : 0.007067 
convolution_kernel : 0.007069 
convolution_kernel : 0.007870 
convolution_kernel : 0.008642 
convolution_kernel : 0.007250 
convolution_kernel : 0.006910 
convolution_kernel : 0.006923 
convolution_kernel : 0.006496 
convolution_kernel : 0.012575 
convolution_kernel : 0.014148 
convolution_kernel : 0.015026 
convolution_kernel : 0.015498 
convolution_kernel : 0.015273 
convolution_kernel : 0.015119 
convolution_kernel : 0.014562 
convolution_kernel : 0.016077 
convolution_kernel : 0.013105 
convolution_kernel : 0.011598 
convolution_kernel : 0.011238 
convolution_kernel : 0.012112 
convolution_kernel : 0.011887 
convolution_kernel : 0.009450 
convolution_kernel : 0.008304 
convolution_kernel : 0.007689 
convolution_kernel : 0.007189 
convolution_kernel : 0.010023 
convolution_kernel : 0.007218 
convolution_kernel : 0.010965 
convolution_kernel : 0.007399 
convolution_kernel : 0.006551 
convolution_kernel : 0.006404 
convolution_kernel : 0.005911 
convolution_kernel : 0.005833 
convolution_kernel : 0.009331 
convolution_kernel : 0.009532 
convolution_kernel : 0.009692 
convolution_kernel : 0.014190 
convolution_kernel : 0.014145 
convolution_kernel : 0.015957 
convolution_kernel : 0.015502 
convolution_kernel : 0.015110 
convolution_kernel : 0.011632 
convolution_kernel : 0.011537 
convolution_kernel : 0.011522 
convolution_kernel : 0.011513 
convolution_kernel : 0.011560 
convolution_kernel : 0.011328 
convolution_kernel : 0.013406 
convolution_kernel : 0.009543 
convolution_kernel : 0.008926 
convolution_kernel : 0.008194 
convolution_kernel : 0.008156 
convolution_kernel : 0.008695 
convolution_kernel : 0.008494 
convolution_kernel : 0.010092 
convolution_kernel : 0.010609 
convolution_kernel : 0.010766 
convolution_kernel : 0.010518 
convolution_kernel : 0.008644 
convolution_kernel : 0.008592 
convolution_kernel : 0.012137 
convolution_kernel : 0.012492 
convolution_kernel : 0.017253 
convolution_kernel : 0.016555 
convolution_kernel : 0.020505 
convolution_kernel : 0.020319 
convolution_kernel : 0.018751 
convolution_kernel : 0.017517 
convolution_kernel : 0.010887 
convolution_kernel : 0.009768 
convolution_kernel : 0.009625 
convolution_kernel : 0.010695 
convolution_kernel : 0.010922 
convolution_kernel : 0.008238 
convolution_kernel : 0.008290 
convolution_kernel : 0.010128 
convolution_kernel : 0.009689 
convolution_kernel : 0.007387 
convolution_kernel : 0.007074 
convolution_kernel : 0.004631 
convolution_kernel : 0.004506 
convolution_kernel : 0.003937 
convolution_kernel : 0.003723 
convolution_kernel : 0.014366 
convolution_kernel : 0.016031 
convolution_kernel : 0.013678 
convolution_kernel : 0.018777 
convolution_kernel : 0.019435 
convolution_kernel : 0.015816 
convolution_kernel : 0.010433 
convolution_kernel : 0.009985 
convolution_kernel : 0.009375 
convolution_kernel : 0.011620 
convolution_kernel : 0.008916 
convolution_kernel : 0.008893 
convolution_kernel : 0.014199 
convolution_kernel : 0.015623 
convolution_kernel : 0.014634 
convolution_kernel : 0.014113 
convolution_kernel : 0.014785 
convolution_kernel : 0.009142 
convolution_kernel : 0.009334 
convolution_kernel : 0.009102 
convolution_kernel : 0.008919 
convolution_kernel : 0.008771 
convolution_kernel : 0.012756 
convolution_kernel : 0.009871 
convolution_kernel : 0.009729 
convolution_kernel : 0.012928 
convolution_kernel : 0.008240 
convolution_kernel : 0.007286 
convolution_kernel : 0.007698 
convolution_kernel : 0.004594 
convolution_kernel : 0.004265 
convolution_kernel : 0.004233 
convolution_kernel : 0.004511 
convolution_kernel : 0.006603 
convolution_kernel : 0.006837 
convolution_kernel : 0.006718 
convolution_kernel : 0.006839 
convolution_kernel : 0.006907 
convolution_kernel : 0.009794 
convolution_kernel : 0.009581 
convolution_kernel : 0.006799 
convolution_kernel : 0.007079 
convolution_kernel : 0.004760 
convolution_kernel : 0.004678 
convolution_kernel : 0.004623 
convolution_kernel : 0.004640 
convolution_kernel : 0.007704 
convolution_kernel : 0.006825 
convolution_kernel : 0.007753 
convolution_kernel : 0.008020 
convolution_kernel : 0.008061 
convolution_kernel : 0.004952 
convolution_kernel : 0.004935 
convolution_kernel : 0.004840 
convolution_kernel : 0.004724 
convolution_kernel : 0.004586 
convolution_kernel : 0.003678 
convolution_kernel : 0.003549 
convolution_kernel : 0.003394 
convolution_kernel : 0.004620 
convolution_kernel : 0.004777 
convolution_kernel : 0.005153 
convolution_kernel : 0.005112 
convolution_kernel : 0.005289 
convolution_kernel : 0.006328 
convolution_kernel : 0.006487 
convolution_kernel : 0.007116 
convolution_kernel : 0.005785 
convolution_kernel : 0.005791 
convolution_kernel : 0.005637 
convolution_kernel : 0.004976 
convolution_kernel : 0.005048 
convolution_kernel : 0.004926 
convolution_kernel : 0.006090 
convolution_kernel : 0.006040 
convolution_kernel : 0.006225 
convolution_kernel : 0.007140 
convolution_kernel : 0.007003 
convolution_kernel : 0.006457 
convolution_kernel : 0.005631 
convolution_kernel : 0.005552 
convolution_kernel : 0.005367 
convolution_kernel : 0.004697 
convolution_kernel : 0.004312 
convolution_kernel : 0.004417 
convolution_kernel : 0.004681 
convolution_kernel : 0.004404 
convolution_kernel : 0.006540 
convolution_kernel : 0.006502 
convolution_kernel : 0.006899 
convolution_kernel : 0.008528 
convolution_kernel : 0.009700 
convolution_kernel : 0.009887 
convolution_kernel : 0.008343 
convolution_kernel : 0.006183 
convolution_kernel : 0.005892 
convolution_kernel : 0.006148 
convolution_kernel : 0.005001 
convolution_kernel : 0.005103 
convolution_kernel : 0.006252 
convolution_kernel : 0.007829 
convolution_kernel : 0.013989 
convolution_kernel : 0.014393 
convolution_kernel : 0.012789 
convolution_kernel : 0.011476 
convolution_kernel : 0.011136 
convolution_kernel : 0.010788 
convolution_kernel : 0.005624 
convolution_kernel : 0.005369 
convolution_kernel : 0.004540 
convolution_kernel : 0.007231 
convolution_kernel : 0.007093 
convolution_kernel : 0.007199 
convolution_kernel : 0.007337 
convolution_kernel : 0.007013 
convolution_kernel : 0.006259 
convolution_kernel : 0.004866 
convolution_kernel : 0.004716 
convolution_kernel : 0.004113 
convolution_kernel : 0.004409 
convolution_kernel : 0.004118 
convolution_kernel : 0.004010 
convolution_kernel : 0.005818 
convolution_kernel : 0.009521 
convolution_kernel : 0.009559 
convolution_kernel : 0.009603 
convolution_kernel : 0.008208 
convolution_kernel : 0.006250 
convolution_kernel : 0.006125 
convolution_kernel : 0.006168 
convolution_kernel : 0.005069 
convolution_kernel : 0.007510 
convolution_kernel : 0.006081 
convolution_kernel : 0.006196 
convolution_kernel : 0.007306 
convolution_kernel : 0.006941 
convolution_kernel : 0.008736 
convolution_kernel : 0.028763 
convolution_kernel : 0.027628 
convolution_kernel : 0.027491 
convolution_kernel : 0.047651 
convolution_kernel : 0.047456 
convolution_kernel : 0.031287 
convolution_kernel : 0.031324 
convolution_kernel : 0.024607 
convolution_kernel : 0.027125 
convolution_kernel : 0.009715 
convolution_kernel : 0.019296 
convolution_kernel : 0.019697 
convolution_kernel : 0.021054 
convolution_kernel : 0.021084 
convolution_kernel : 0.022986 
convolution_kernel : 0.011831 
convolution_kernel : 0.008227 
convolution_kernel : 0.007992 
convolution_kernel : 0.007351 
convolution_kernel : 0.007081 
convolution_kernel : 0.007135 
convolution_kernel : 0.007006 
convolution_kernel : 0.007765 
convolution_kernel : 0.007752 
convolution_kernel : 0.006188 
convolution_kernel : 0.006357 
convolution_kernel : 0.006119 
convolution_kernel : 0.006127 
convolution_kernel : 0.004989 
convolution_kernel : 0.004847 
convolution_kernel : 0.006714 
convolution_kernel : 0.011880 
convolution_kernel : 0.011928 
convolution_kernel : 0.010590 
convolution_kernel : 0.010520 
convolution_kernel : 0.014446 
convolution_kernel : 0.014202 
convolution_kernel : 0.013594 
convolution_kernel : 0.013249 
convolution_kernel : 0.013098 
convolution_kernel : 0.012985 
convolution_kernel : 0.012935 
convolution_kernel : 0.006354 
convolution_kernel : 0.009101 
convolution_kernel : 0.008690 
convolution_kernel : 0.007178 
convolution_kernel : 0.007080 
convolution_kernel : 0.006787 
convolution_kernel : 0.005914 
convolution_kernel : 0.005433 
convolution_kernel : 0.007521 
convolution_kernel : 0.006951 
convolution_kernel : 0.015117 
convolution_kernel : 0.017016 
convolution_kernel : 0.017178 
convolution_kernel : 0.017535 
convolution_kernel : 0.014752 
convolution_kernel : 0.011069 
convolution_kernel : 0.007020 
convolution_kernel : 0.006975 
convolution_kernel : 0.006951 
convolution_kernel : 0.005478 
convolution_kernel : 0.005507 
convolution_kernel : 0.005592 
convolution_kernel : 0.005066 
convolution_kernel : 0.007129 
convolution_kernel : 0.006944 
convolution_kernel : 0.006599 
convolution_kernel : 0.006713 
convolution_kernel : 0.005704 
convolution_kernel : 0.005486 
convolution_kernel : 0.006728 
convolution_kernel : 0.009600 
convolution_kernel : 0.018237 
convolution_kernel : 0.019785 
convolution_kernel : 0.018493 
convolution_kernel : 0.016919 
convolution_kernel : 0.016654 
convolution_kernel : 0.009031 
convolution_kernel : 0.009457 
convolution_kernel : 0.013462 
convolution_kernel : 0.015172 
convolution_kernel : 0.015073 
convolution_kernel : 0.022742 
convolution_kernel : 0.035734 
convolution_kernel : 0.032134 
convolution_kernel : 0.033187 
convolution_kernel : 0.008773 
convolution_kernel : 0.006963 
convolution_kernel : 0.023740 
convolution_kernel : 0.014547 
convolution_kernel : 0.014083 
convolution_kernel : 0.013336 
convolution_kernel : 0.018627 
convolution_kernel : 0.039325 
convolution_kernel : 0.016902 
convolution_kernel : 0.014307 
convolution_kernel : 0.033386 
convolution_kernel : 0.006570 
convolution_kernel : 0.003346 
convolution_kernel : 0.002141 
convolution_kernel : 0.037811 
convolution_kernel : 0.008896 
convolution_kernel : 0.036148 
convolution_kernel : 0.004594 
convolution_kernel : 0.003236 
convolution_kernel : 0.003072 
convolution_kernel : 0.021641 
convolution_kernel : 0.001216 
convolution_kernel : 0.027030 
convolution_kernel : 0.032294 
convolution_kernel : 0.010631 
convolution_kernel : 0.005777 
convolution_kernel : 0.041465 
convolution_kernel : 0.012958 
convolution_kernel : 0.029505 
convolution_kernel : 0.031002 
convolution_kernel : 0.001352 
convolution_kernel : 0.038633 
convolution_kernel : 0.030577 
convolution_kernel : 0.006686 
convolution_kernel : 0.001869 
convolution_kernel : 0.002270 
convolution_kernel : 0.034542 
convolution_kernel : 0.001119 
convolution_kernel : 0.037978 
convolution_kernel : 0.002894 
convolution_kernel : 0.030852 
convolution_kernel : 0.005683 
convolution_kernel : 0.036953 
convolution_kernel : 0.010342 
convolution_kernel : 0.028662 
convolution_kernel : 0.029532 
convolution_kernel : 0.035178 
convolution_kernel : 0.006238 
convolution_kernel : 0.027928 
convolution_kernel : 0.004930 
convolution_kernel : 0.027875 
convolution_kernel : 0.002116 
convolution_kernel : 0.002692 
convolution_kernel : 0.042439 
convolution_kernel : 0.015234 
convolution_kernel : 0.006611 
convolution_kernel : 0.050527 
convolution_kernel : 0.011501 
convolution_kernel : 0.001092 
convolution_kernel : 0.047988 
convolution_kernel : 0.045992 
convolution_kernel : 0.048936 
convolution_kernel : 0.006746 
convolution_kernel : 0.048577 
convolution_kernel : 0.026568 
convolution_kernel : 0.002619 
convolution_kernel : 0.023490 
convolution_kernel : 0.019356 
convolution_kernel : 0.001901 
convolution_kernel : 0.023173 
convolution_kernel : 0.001448 
convolution_kernel : 0.002060 
convolution_kernel : 0.001693 
convolution_kernel : 0.024300 
convolution_kernel : 0.007068 
convolution_kernel : 0.004355 
convolution_kernel : 0.002350 
convolution_kernel : 0.026570 
convolution_kernel : 0.037278 
convolution_kernel : 0.013767 
convolution_kernel : 0.038615 
convolution_kernel : 0.036110 
convolution_kernel : 0.001102 
convolution_kernel : 0.025535 
convolution_kernel : 0.027602 
convolution_kernel : 0.002379 
convolution_kernel : 0.025514 
convolution_kernel : 0.004472 
convolution_kernel : 0.022423 
convolution_kernel : 0.004291 
convolution_kernel : 0.021857 
convolution_kernel : 0.004993 
convolution_kernel : 0.004176 
convolution_kernel : 0.001477 
convolution_kernel : 0.038167 
convolution_kernel : 0.015374 
convolution_kernel : 0.001165 
convolution_kernel : 0.041918 
convolution_kernel : 0.042210 
convolution_kernel : 0.001109 
convolution_kernel : 0.036228 
convolution_kernel : 0.001132 
convolution_kernel : 0.033994 
convolution_kernel : 0.021845 
convolution_kernel : 0.013636 
convolution_kernel : 0.003945 
convolution_kernel : 0.007422 
convolution_kernel : 0.010050 
convolution_kernel : 0.030015 
convolution_kernel : 0.011019 
convolution_kernel : 0.009516 
convolution_kernel : 0.032109 
convolution_kernel : 0.036181 
convolution_kernel : 0.010866 
convolution_kernel : 0.006071 
convolution_kernel : 0.043033 
convolution_kernel : 0.007996 
convolution_kernel : 0.057143 
convolution_kernel : 0.005410 
convolution_kernel : 0.035124 
convolution_kernel : 0.002479 
convolution_kernel : 0.028691 
convolution_kernel : 0.002957 
convolution_kernel : 0.001627 
convolution_kernel : 0.022543 
convolution_kernel : 0.023030 
convolution_kernel : 0.006386 
convolution_kernel : 0.002242 
convolution_kernel : 0.002311 
convolution_kernel : 0.024039 
convolution_kernel : 0.001942 
convolution_kernel : 0.001708 
convolution_kernel : 0.046823 
convolution_kernel : 0.026992 
convolution_kernel : 0.009149 
convolution_kernel : 0.002320 
convolution_kernel : 0.047202 
convolution_kernel : 0.002376 
convolution_kernel : 0.001792 
convolution_kernel : 0.002949 
convolution_kernel : 0.002975 
convolution_kernel : 0.051868 
convolution_kernel : 0.004198 
convolution_kernel : 0.004106 
convolution_kernel : 0.003007 
convolution_kernel : 0.002368 
convolution_kernel : 0.002636 
convolution_kernel : 0.045301 
convolution_kernel : 0.003299 
convolution_kernel : 0.003496 
convolution_kernel : 0.003643 
convolution_kernel : 0.003507 
convolution_kernel : 0.003479 
convolution_kernel : 0.051071 
convolution_kernel : 0.007902 
convolution_kernel : 0.006075 
convolution_kernel : 0.004743 
convolution_kernel : 0.005863 
convolution_kernel : 0.006302 
convolution_kernel : 0.004842 
convolution_kernel : 0.004715 
convolution_kernel : 0.003973 
convolution_kernel : 0.003660 
convolution_kernel : 0.003755 
convolution_kernel : 0.003838 
convolution_kernel : 0.003807 
convolution_kernel : 0.003904 
convolution_kernel : 0.013167 
convolution_kernel : 0.013144 
convolution_kernel : 0.012976 
convolution_kernel : 0.013047 
convolution_kernel : 0.014332 
convolution_kernel : 0.013436 
convolution_kernel : 0.010857 
